payment_id,customer_id,merchant_id,merchant_category,merchant_risk_tier,timestamp,amount_inr,method,device_id,ip_address,is_new_customer,billing_shipping_mismatch,customer_txn_count_24h,device_txn_count_1h,ip_txn_count_1h,is_fraud,spike_event_id,split,proba,pred
pay_40abf8d1fa8c42,cust_003331,mch_0033,gaming,low,2026-08-01 11:14:43.834816939,263.41,upi,dev_a8fb4f74ab,111.44.195.252,0,0,4,3,3,0,,train,0.006543752,0
pay_49386ebce1334e,cust_007363,mch_0130,food_delivery,low,2026-08-01 11:14:44.000000000,1481.93,card,dev_0b075e6b28,138.223.228.41,0,0,1,0,0,0,,train,0.0072720074,0
pay_c0c083ed43724e,cust_006190,mch_0225,travel,medium,2026-08-01 11:14:51.694726481,1899.84,wallet,dev_8d79f26eb1,133.74.186.187,0,0,5,4,4,0,,train,0.7612639,0
pay_69c5206d8dcd4c,cust_000985,mch_0221,gaming,low,2026-08-01 11:15:09.000000000,136.5,card,dev_2b354e762a,61.80.96.186,0,0,1,0,0,0,,train,0.00029656608,0
pay_e77760fd605741,cust_003015,mch_0081,education,low,2026-08-01 11:16:25.279741259,3960.39,upi,dev_d30ba6c05f,50.217.94.243,0,0,6,5,5,0,,train,0.4888693,0
pay_7b9b38fd668d41,cust_006190,mch_0225,travel,medium,2026-08-01 11:16:38.969001694,1664.88,wallet,dev_8d79f26eb1,133.74.186.187,0,0,6,5,5,0,,train,0.75546026,0
pay_f0c01018e1c648,cust_006778,mch_0017,saas,low,2026-08-01 11:17:02.000000000,504.75,wallet,dev_061c481696,5.227.164.224,1,0,1,0,0,0,,train,0.0049235406,0
pay_da314159db004c,cust_005123,mch_0104,education,medium,2026-08-01 11:17:03.000000000,1819.76,card,dev_884066f3ca,189.199.96.160,0,0,1,0,0,0,,train,0.04364503,0
pay_ac81f3eaaba14d,cust_002421,mch_0212,gaming,medium,2026-08-01 11:17:18.000000000,2175.71,card,dev_d711cd4604,199.53.38.218,0,0,1,0,0,0,,train,0.04328134,0
pay_429bd2aa1f964f,cust_006524,mch_0145,travel,low,2026-08-01 11:17:45.000000000,725.25,upi,dev_f8e5f979c0,29.213.31.102,1,0,1,0,0,0,,train,0.007658377,0
pay_3150a64f942c4a,cust_002768,mch_0238,gaming,medium,2026-08-01 11:17:51.053245045,1038.25,card,dev_342461f79c,212.205.136.255,0,0,3,2,2,0,,train,0.22821723,0
pay_7d9e23c6e4134f,cust_006187,mch_0119,utilities,low,2026-08-01 11:17:52.000000000,6214.29,upi,dev_cb664d27f2,42.254.174.139,0,1,1,0,0,0,,train,0.03943077,0
pay_42ebad75a95649,cust_008961,mch_0216,utilities,low,2026-08-01 11:17:55.143863625,1395.73,card,dev_6d50814e21,119.64.108.163,0,0,5,4,4,0,,train,0.016789693,0
pay_92178846c61043,cust_000661,mch_0226,saas,medium,2026-08-01 11:18:15.689162981,292.88,upi,dev_1aab66db29,103.133.163.18,0,0,4,3,3,0,,train,0.04467508,0
pay_cd860490267c41,cust_000661,mch_0226,saas,medium,2026-08-01 11:18:51.604225987,881.46,upi,dev_1aab66db29,103.133.163.18,0,0,5,4,4,0,,train,0.45174497,0
pay_e59991b9a2ff4e,cust_008525,mch_0149,food_delivery,low,2026-08-01 11:18:59.000000000,1950.62,card,dev_2ddc1a35b2,138.223.228.41,1,0,1,0,1,0,,train,0.0032591873,0
pay_5c6b022b7f4149,cust_006752,mch_0113,food_delivery,low,2026-08-01 11:19:05.000000000,493.27,card,dev_67c43454df,177.214.188.180,0,0,1,0,0,0,,train,0.0020316308,0
pay_939778d941f84f,cust_003293,mch_0080,travel,low,2026-08-01 11:19:11.000000000,359.48,wallet,dev_4d3eac71fe,194.16.207.244,0,0,1,0,0,0,,train,0.00083483965,0
pay_e8b95f3b44ea47,cust_008961,mch_0216,utilities,low,2026-08-01 11:19:11.904058239,1440.51,netbanking,dev_6d50814e21,119.64.108.163,0,0,6,5,5,0,,train,0.14167456,0
pay_e018aa2a8c844d,cust_001421,mch_0173,utilities,low,2026-08-01 11:19:14.000000000,51.66,card,dev_a16872c2d5,84.176.169.18,0,0,1,0,0,0,,train,0.00029665884,0
pay_e1f7b031764c47,cust_003173,mch_0067,travel,low,2026-08-01 11:19:24.000000000,1522.2,upi,dev_82592d8e00,139.107.152.176,1,0,1,0,0,0,,train,0.04294731,0
pay_3129d33f26bf40,cust_000083,mch_0044,ecommerce,low,2026-08-01 11:19:26.000000000,1207.19,card,dev_1656b45d30,79.62.35.72,1,0,1,0,0,0,,train,0.010255338,0
pay_a9118b63b51242,cust_005362,mch_0119,utilities,low,2026-08-01 11:19:32.000000000,2849.98,card,dev_b34e7f1f11,94.107.6.199,0,1,2,1,1,0,,train,0.50107986,0
pay_2a4ba5540e164d,cust_001798,mch_0164,utilities,low,2026-08-01 11:19:41.000000000,431.52,upi,dev_14093a5094,121.81.79.58,1,0,1,0,0,0,,train,0.005521305,0
pay_e7c8adc3fc9049,cust_000661,mch_0226,saas,medium,2026-08-01 11:19:45.560854768,393.69,wallet,dev_1aab66db29,103.133.163.18,0,0,6,5,5,0,,train,0.39855853,0
pay_54e22db379274c,cust_001477,mch_0229,utilities,low,2026-08-01 11:20:10.000000000,205.46,netbanking,dev_a8463c99ea,69.150.71.34,0,0,1,0,0,0,,train,0.00017299003,0
pay_4a3c46bdd2d949,cust_008287,mch_0166,ecommerce,low,2026-08-01 11:20:18.147466720,108.64,card,dev_755304603f,104.128.24.232,1,0,1,0,0,0,,train,0.0012562776,0
pay_0daefcb050fb48,cust_001788,mch_0110,utilities,medium,2026-08-01 11:20:26.000000000,1001.48,netbanking,dev_dd021d2e67,114.206.61.130,0,0,1,1,0,0,,train,0.026527908,0
pay_6fcb5ef9a9b147,cust_000185,mch_0074,travel,low,2026-08-01 11:20:42.000000000,365.5,card,dev_783be0a1f6,110.18.63.223,1,0,1,0,0,0,,train,0.0010095509,0
pay_f49e3b59c46f46,cust_008287,mch_0166,ecommerce,low,2026-08-01 11:20:51.879228781,97.63,card,dev_755304603f,104.128.24.232,1,0,2,1,1,0,,train,0.0020747979,0
pay_c9a194acca2b45,cust_002968,mch_0203,food_delivery,low,2026-08-01 11:20:57.000000000,180.11,wallet,dev_f9336500e8,47.193.254.5,0,0,1,0,0,0,,train,0.002361,0
pay_c9c97dad95e241,cust_006190,mch_0225,travel,medium,2026-08-01 11:20:58.892438607,1226.73,card,dev_8d79f26eb1,133.74.186.187,0,0,7,6,6,0,,train,0.7394941,0
pay_1d1998341c964d,cust_002768,mch_0238,gaming,medium,2026-08-01 11:21:03.348177063,549.42,wallet,dev_342461f79c,212.205.136.255,0,0,4,3,3,0,,train,0.2798115,0
pay_c05a91a7024347,cust_003331,mch_0033,gaming,low,2026-08-01 11:21:11.516909822,825.5,card,dev_a8fb4f74ab,111.44.195.252,0,0,5,4,4,0,,train,0.06647775,0
pay_a595cca1009743,cust_005526,mch_0163,ecommerce,low,2026-08-01 11:21:12.000000000,853.49,upi,dev_2012234982,99.163.209.118,0,0,1,0,0,0,,train,0.0024581393,0
pay_c89e3de5e0924a,cust_007354,mch_0102,education,low,2026-08-01 11:21:17.000000000,515.47,wallet,dev_5122ec6b85,122.212.177.15,0,0,1,0,0,0,,train,0.006253752,0
pay_e2f0dbe5242d48,cust_002768,mch_0238,gaming,medium,2026-08-01 11:21:34.950033350,746.0,upi,dev_342461f79c,212.205.136.255,0,0,5,4,4,0,,train,0.093455754,0
pay_572ebf5283f44a,cust_003331,mch_0033,gaming,low,2026-08-01 11:21:48.551908765,583.51,card,dev_a8fb4f74ab,111.44.195.252,0,0,6,5,5,0,,train,0.13986324,0
pay_d184383fead443,cust_003015,mch_0081,education,low,2026-08-01 11:21:56.519378313,3044.48,netbanking,dev_d30ba6c05f,50.217.94.243,0,0,7,6,6,0,,train,0.57135445,0
pay_ffea3e35948642,cust_003207,mch_0213,food_delivery,low,2026-08-01 11:22:19.000000000,162.45,card,dev_fd73dc3fd5,190.42.31.41,1,0,1,0,0,0,,train,0.0020763653,0
pay_ee2071fe6f3842,cust_008897,mch_0013,utilities,low,2026-08-01 11:22:24.435155089,1522.9,upi,dev_850b8666ba,216.232.211.246,0,0,4,3,3,0,,train,0.51727813,0
pay_44c10d9f787b4a,cust_008897,mch_0013,utilities,low,2026-08-01 11:22:41.484993028,836.2,card,dev_850b8666ba,216.232.211.246,0,0,5,4,4,0,,train,0.35110083,0
pay_08213d3bb65b4d,cust_003015,mch_0081,education,low,2026-08-01 11:22:48.527681061,3970.72,netbanking,dev_d30ba6c05f,50.217.94.243,0,0,8,7,7,0,,train,0.49847308,0
pay_1b1cb9eaddba46,cust_001999,mch_0167,ecommerce,medium,2026-08-01 11:23:04.000000000,612.01,upi,dev_9b8f911147,2.22.1.18,0,0,1,0,0,0,,train,0.014408768,0
pay_b17ee2dce6b849,cust_002768,mch_0238,gaming,medium,2026-08-01 11:23:38.231427346,900.36,card,dev_342461f79c,212.205.136.255,0,0,6,5,5,0,,train,0.54433745,0
pay_bcea11971cd845,cust_008897,mch_0013,utilities,low,2026-08-01 11:23:38.879276519,1937.5,upi,dev_850b8666ba,216.232.211.246,0,1,6,5,5,1,,train,0.97789305,1
pay_710bc9a17e7447,cust_003331,mch_0033,gaming,low,2026-08-01 11:23:40.778577950,308.81,card,dev_a8fb4f74ab,111.44.195.252,0,0,7,6,6,0,,train,0.07108669,0
pay_bb1bffdaff2845,cust_002768,mch_0238,gaming,medium,2026-08-01 11:23:52.538359991,917.65,card,dev_342461f79c,212.205.136.255,0,0,7,6,6,0,,train,0.8133974,0
pay_b48840e6cf784d,cust_007540,mch_0057,saas,low,2026-08-01 11:24:01.000000000,267.01,upi,dev_06070a1dd2,79.115.171.100,0,0,2,0,0,0,,train,0.002993351,0
pay_44e730003b304e,cust_003152,mch_0171,gaming,low,2026-08-01 11:24:08.000000000,446.33,netbanking,dev_0f11e9d4f0,41.250.14.225,0,0,1,0,0,0,,train,0.000987037,0
pay_deb56d346a8c48,cust_001428,mch_0081,education,low,2026-08-01 11:24:27.000000000,2151.08,upi,dev_9f8db9e686,165.123.217.238,0,0,1,0,0,0,,train,0.018347226,0
pay_2816b7fec69749,cust_008897,mch_0013,utilities,low,2026-08-01 11:24:30.961807052,1195.51,upi,dev_850b8666ba,216.232.211.246,0,0,7,6,6,0,,train,0.49631223,0
pay_64121992f35949,cust_000661,mch_0226,saas,medium,2026-08-01 11:24:40.224635604,1033.0,card,dev_1aab66db29,103.133.163.18,0,0,7,6,6,0,,train,0.8019758,0
pay_b9456b7066a34a,cust_008897,mch_0013,utilities,low,2026-08-01 11:24:47.566179162,855.84,upi,dev_850b8666ba,216.232.211.246,0,0,8,7,7,1,,train,0.955191,1
pay_ab1a714c25ce42,cust_000595,mch_0210,education,low,2026-08-01 11:24:48.908789838,2975.78,card,dev_8e32d88f0c,221.57.180.43,0,1,3,2,2,0,,train,0.62667924,0
pay_6d2bbad9e9a640,cust_008897,mch_0013,utilities,low,2026-08-01 11:25:11.162929091,1274.58,upi,dev_850b8666ba,216.232.211.246,0,0,9,8,8,0,,train,0.6786661,0
pay_197699c26cc74e,cust_008108,mch_0015,food_delivery,low,2026-08-01 11:25:16.000000000,277.37,wallet,dev_a699735dfe,160.191.47.181,1,0,1,0,0,0,,train,0.0013644099,0
pay_879ae93eb6e347,cust_001965,mch_0182,saas,low,2026-08-01 11:25:40.000000000,1614.23,upi,dev_5eb04e30bd,46.34.100.218,1,0,1,0,0,0,,train,0.02119755,0
pay_cb2e0e0e21ba4f,cust_000661,mch_0226,saas,medium,2026-08-01 11:25:42.790526293,1562.51,upi,dev_1aab66db29,103.133.163.18,0,1,8,7,7,1,,train,0.9835527,1
pay_03d85ed8e7f048,cust_008961,mch_0216,utilities,low,2026-08-01 11:25:45.219823205,2289.68,card,dev_6d50814e21,119.64.108.163,0,0,7,6,6,0,,train,0.6196982,0
pay_d77c51ca2dc043,cust_003015,mch_0081,education,low,2026-08-01 11:25:58.503489377,2445.6,netbanking,dev_d30ba6c05f,50.217.94.243,0,1,9,8,8,1,,train,0.98398316,1
pay_d81bcb5ba33c4b,cust_000472,mch_0102,education,low,2026-08-01 11:26:51.000000000,1382.66,upi,dev_df9871fb8e,173.15.254.123,1,0,1,0,0,0,,train,0.013181406,0
pay_334c47ecaa9741,cust_008961,mch_0216,utilities,low,2026-08-01 11:26:51.602954325,2090.69,netbanking,dev_6d50814e21,119.64.108.163,0,0,8,7,7,0,,train,0.6165337,0
pay_d10d02b1254e45,cust_005548,mch_0121,saas,low,2026-08-01 11:26:53.000000000,437.71,card,dev_6399a87669,49.240.112.5,0,0,1,0,0,0,,train,0.0010383199,0
pay_3e45aa30583545,cust_000630,mch_0192,ecommerce,low,2026-08-01 11:27:08.000000000,777.52,wallet,dev_2098c99643,115.10.199.215,0,0,1,0,0,0,,train,0.0013049217,0
pay_add2e727278945,cust_005335,mch_0018,saas,low,2026-08-01 11:27:09.000000000,2537.07,upi,dev_cddb23d784,133.146.166.198,0,0,1,0,0,0,,train,0.0017745871,0
pay_6d80e987284c43,cust_004717,mch_0247,travel,low,2026-08-01 11:27:10.000000000,364.11,wallet,dev_115d3cdd3c,6.82.169.117,0,0,1,0,0,0,,train,0.0014864419,0
pay_275a5fa1830041,cust_002768,mch_0238,gaming,medium,2026-08-01 11:27:12.788079598,3198.3,card,dev_342461f79c,212.205.136.255,0,1,8,7,7,1,,train,0.9924017,1
pay_c350002d9ef742,cust_005313,mch_0023,utilities,low,2026-08-01 11:27:26.158410600,1228.8,upi,dev_cd9c31fd67,213.141.155.107,1,0,5,3,3,0,,train,0.17946474,0
pay_8086f57561514f,cust_003535,mch_0209,utilities,medium,2026-08-01 11:27:45.000000000,538.95,card,dev_76a157285f,113.120.203.90,1,0,1,0,0,0,,train,0.008297144,0
pay_8ec3f862715143,cust_008053,mch_0069,travel,medium,2026-08-01 11:28:08.000000000,1829.1,upi,dev_b69ea09654,116.150.254.48,1,0,1,0,0,0,,train,0.056699615,0
pay_8f78abeeadfc46,cust_003304,mch_0039,gaming,low,2026-08-01 11:28:17.000000000,240.67,netbanking,dev_8cd29c1204,59.133.113.73,0,1,1,0,0,0,,train,0.009079244,0
pay_55466cc8023843,cust_003331,mch_0033,gaming,low,2026-08-01 11:28:18.953455870,336.37,card,dev_a8fb4f74ab,111.44.195.252,0,0,8,7,7,0,,train,0.31132996,0
pay_e39c3ab7102f49,cust_003331,mch_0033,gaming,low,2026-08-01 11:28:33.998965458,424.76,upi,dev_a8fb4f74ab,111.44.195.252,0,1,9,8,8,0,,train,0.6864512,0
pay_4e7d81aacc9d4b,cust_000661,mch_0226,saas,medium,2026-08-01 11:29:15.239378903,281.94,card,dev_1aab66db29,103.133.163.18,0,1,9,8,8,1,,train,0.98550606,1
pay_0761dffdc60a43,cust_005313,mch_0023,utilities,low,2026-08-01 11:29:42.300352468,1458.71,upi,dev_cd9c31fd67,213.141.155.107,1,0,6,4,4,0,,train,0.5181056,0
pay_b1747598723846,cust_000862,mch_0169,utilities,medium,2026-08-01 11:29:59.587119621,1014.38,upi,dev_afbf088307,72.209.188.155,0,1,2,1,1,0,,train,0.285241,0
pay_db9d69f63b4449,cust_000140,mch_0025,gaming,medium,2026-08-01 11:30:24.000000000,903.5,upi,dev_375c2059d2,118.67.5.55,0,0,1,0,0,0,,train,0.0046408325,0
pay_cf67b48a840247,cust_000673,mch_0232,gaming,low,2026-08-01 11:31:20.000000000,1180.01,card,dev_758dcd193e,199.151.40.124,0,0,1,0,0,0,,train,0.004550883,0
pay_b67e2b5ac1fa4c,cust_006112,mch_0190,gaming,low,2026-08-01 11:31:36.000000000,850.05,card,dev_0cfda9f0b8,158.240.103.139,0,0,1,0,0,0,,train,0.0014784109,0
pay_135ea1871e4a41,cust_000363,mch_0054,travel,high,2026-08-01 11:31:38.000000000,472.47,card,dev_7ec0f41d1d,158.241.159.135,0,0,2,0,0,0,,train,0.016259916,0
pay_233646009ed044,cust_006593,mch_0167,ecommerce,medium,2026-08-01 11:32:11.000000000,166.29,upi,dev_91edf714c2,91.207.228.131,0,0,1,0,0,0,,train,0.0014546169,0
pay_8f3d53ecd41c46,cust_007722,mch_0080,travel,low,2026-08-01 11:32:32.000000000,527.01,card,dev_7b4e43ca2f,110.21.66.118,0,0,1,0,0,0,,train,0.0013035571,0
pay_787dd7cadf084c,cust_008276,mch_0151,saas,low,2026-08-01 11:32:33.000000000,457.43,netbanking,dev_0fd4a88f16,125.120.218.4,0,0,1,0,0,0,,train,0.00033259063,0
pay_6fcb61b8b60745,cust_004792,mch_0074,travel,low,2026-08-01 11:32:37.000000000,782.6,upi,dev_9e840958ce,75.114.27.126,0,0,1,0,0,0,,train,0.0021069902,0
pay_19d6ed2487c44b,cust_000915,mch_0089,saas,low,2026-08-01 11:32:56.000000000,264.63,card,dev_0f82e9a55e,136.187.62.28,1,0,1,0,0,0,,train,0.0025871277,0
pay_cba4f1361f4448,cust_004749,mch_0010,utilities,low,2026-08-01 11:32:59.000000000,626.13,upi,dev_81e7a07b04,132.232.138.160,0,0,1,0,0,0,,train,0.02277794,0
pay_8c246ef5a8c64a,cust_008328,mch_0019,utilities,low,2026-08-01 11:34:06.000000000,528.5,upi,dev_7e1258ad63,67.146.16.13,1,0,1,0,0,0,,train,0.012862088,0
pay_89e6c314bd0a4d,cust_003095,mch_0096,food_delivery,low,2026-08-01 11:35:24.000000000,968.73,upi,dev_ccc8631eda,49.134.242.240,1,0,1,0,1,0,,train,0.0058403565,0
pay_7033170029f348,cust_005655,mch_0000,ecommerce,low,2026-08-01 11:35:25.000000000,648.23,upi,dev_97bd2ebad1,74.26.109.123,0,1,1,0,0,0,,train,0.00382097,0
pay_569997cfd22941,cust_007569,mch_0132,education,low,2026-08-01 11:35:36.000000000,2172.04,upi,dev_6517a12249,198.244.88.217,0,0,1,0,0,0,,train,0.04629625,0
pay_c8ea6af4f4154b,cust_008321,mch_0196,saas,low,2026-08-01 11:35:55.000000000,1992.25,upi,dev_c3e91c90e8,79.15.39.2,0,0,1,0,0,0,,train,0.04754174,0
pay_8569d182fab448,cust_008058,mch_0205,ecommerce,low,2026-08-01 11:36:31.000000000,988.88,wallet,dev_c22caece78,142.8.158.195,0,0,1,0,0,0,,train,0.0022434464,0
pay_611f4cdec0914f,cust_001708,mch_0147,utilities,low,2026-08-01 11:36:32.000000000,2338.54,wallet,dev_1fd06685ef,20.121.156.119,0,0,1,0,0,0,,train,0.010748377,0
pay_3c4bb9034f834b,cust_001391,mch_0147,utilities,low,2026-08-01 11:36:38.000000000,242.94,upi,dev_46cdd68fb5,149.248.53.94,0,1,1,0,0,0,,train,0.00077044923,0
pay_ef650c82790f49,cust_004284,mch_0128,saas,medium,2026-08-01 11:36:40.000000000,477.8,upi,dev_0c7f57bc06,209.157.85.238,1,1,1,0,0,0,,train,0.09340894,0
pay_b41843f35bed40,cust_000107,mch_0211,gaming,low,2026-08-01 11:37:02.000000000,2482.96,upi,dev_2a1547a5b1,35.224.67.108,0,0,1,0,0,0,,train,0.026045708,0
pay_442d368c01594c,cust_005586,mch_0049,gaming,low,2026-08-01 11:37:34.000000000,860.42,upi,dev_c22b500668,123.85.140.240,0,0,1,0,0,0,,train,0.0026325665,0
pay_fd2cb5693dbc49,cust_005439,mch_0108,saas,low,2026-08-01 11:37:51.000000000,1159.92,upi,dev_afe4bd413b,51.73.84.122,0,0,1,0,0,0,,train,0.0017359069,0
pay_a42ca765dc074b,cust_001207,mch_0052,utilities,medium,2026-08-01 11:38:54.000000000,265.47,upi,dev_f33ae8afaa,138.52.17.88,0,0,1,0,0,0,,train,0.0009714128,0
pay_892377756f3b4a,cust_007039,mch_0021,food_delivery,low,2026-08-01 11:39:06.000000000,229.68,upi,dev_3f2147cfa1,139.90.214.84,0,0,1,0,0,0,,train,0.0011141442,0
pay_4f0a5595488842,cust_005487,mch_0189,gaming,low,2026-08-01 11:39:16.000000000,54.11,card,dev_4998dbcbc1,71.136.177.172,0,0,1,0,0,0,,train,0.00030946897,0
pay_11585558bdb442,cust_000826,mch_0216,utilities,low,2026-08-01 11:39:22.000000000,1838.42,upi,dev_56b1749e54,129.129.133.111,0,0,1,0,0,0,,train,0.02271805,0
pay_ec14ab8525594d,cust_004122,mch_0063,gaming,medium,2026-08-01 11:39:41.000000000,631.05,card,dev_d4064e3621,143.13.103.56,0,0,1,0,0,0,,train,0.013338258,0
pay_cccc72509c5e46,cust_006107,mch_0109,gaming,low,2026-08-01 11:39:58.000000000,1265.15,card,dev_14bffdfdb3,10.103.42.32,0,0,1,0,0,0,,train,0.005207127,0
pay_565954c29a5e47,cust_004094,mch_0105,food_delivery,low,2026-08-01 11:40:05.000000000,625.65,emi,dev_0ba9cd3d9e,209.46.26.19,1,0,2,0,0,0,,train,0.008568605,0
pay_11f3a5acdc2b47,cust_007492,mch_0217,utilities,low,2026-08-01 11:40:55.000000000,540.84,card,dev_fde764ea02,221.206.210.109,0,0,2,0,0,0,,train,0.0012691354,0
pay_2ee7aed484584b,cust_000417,mch_0159,travel,low,2026-08-01 11:41:47.000000000,273.11,upi,dev_92bd5804ca,154.196.129.106,0,0,1,0,0,0,,train,0.0029193105,0
pay_89739fdf1d2f48,cust_007772,mch_0165,utilities,low,2026-08-01 11:41:55.000000000,1318.51,upi,dev_84a1a9e740,38.202.236.187,0,0,1,0,0,0,,train,0.010046079,0
pay_6d5fcdad18634a,cust_002903,mch_0039,gaming,low,2026-08-01 11:42:08.000000000,421.7,upi,dev_30af357da4,61.4.172.164,1,0,1,0,0,0,,train,0.009262779,0
pay_1e71399ec26d40,cust_006792,mch_0220,education,low,2026-08-01 11:42:19.000000000,775.89,netbanking,dev_633cf42de7,25.251.245.235,0,0,1,0,0,0,,train,0.0031587533,0
pay_3c3acdb5419342,cust_008922,mch_0048,ecommerce,low,2026-08-01 11:42:38.000000000,134.54,netbanking,dev_223e99d360,43.81.22.190,0,0,1,0,0,0,,train,0.00015451787,0
pay_b7d88e7395ee4a,cust_002332,mch_0107,ecommerce,low,2026-08-01 11:42:51.000000000,343.02,emi,dev_9fe154be8c,5.43.180.67,0,0,1,0,0,0,,train,0.0016504687,0
pay_904ddc44b18444,cust_008285,mch_0237,saas,medium,2026-08-01 11:42:56.000000000,107.32,card,dev_72528a8de4,142.113.168.114,0,0,1,0,0,0,,train,0.00057843624,0
pay_c33a8efea49447,cust_006691,mch_0003,education,low,2026-08-01 11:43:16.000000000,1126.51,card,dev_02d3cf35eb,205.19.7.56,0,0,1,0,0,0,,train,0.0015872364,0
pay_475d811331384e,cust_002278,mch_0180,saas,low,2026-08-01 11:43:46.000000000,215.74,emi,dev_d40d11f90d,87.182.195.79,0,0,1,0,0,0,,train,0.00033994886,0
pay_f313f6da8d5a43,cust_006821,mch_0177,ecommerce,medium,2026-08-01 11:43:56.000000000,70.69,netbanking,dev_b5a2165f2c,216.199.75.118,1,0,1,0,0,0,,train,0.00044537883,0
pay_aa25a38213474f,cust_006075,mch_0233,education,low,2026-08-01 11:44:21.000000000,747.57,netbanking,dev_e27d8bb885,25.67.79.133,1,0,1,0,0,0,,train,0.008078302,0
pay_eb5ba86a749541,cust_003142,mch_0206,food_delivery,low,2026-08-01 11:45:03.000000000,239.65,netbanking,dev_55fa5d8a2b,54.58.110.235,0,1,9,0,0,0,,train,0.001123877,0
pay_b7321c4588ca4b,cust_006101,mch_0241,saas,high,2026-08-01 11:45:16.000000000,1565.47,netbanking,dev_dac5fca444,88.210.168.105,0,0,1,0,0,0,,train,0.097045906,0
pay_b9d1ceb9661845,cust_003759,mch_0012,education,high,2026-08-01 11:45:48.000000000,173.94,upi,dev_5122ec6b85,47.10.61.119,0,0,1,1,0,0,,train,0.0017593228,0
pay_60ae67969a9a4c,cust_001724,mch_0137,utilities,low,2026-08-01 11:46:48.000000000,434.7,card,dev_299ce4af6e,5.43.180.67,0,0,1,0,1,0,,train,0.0034666555,0
pay_aeefbd6ac0bf4e,cust_003821,mch_0117,education,medium,2026-08-01 11:46:51.000000000,436.61,upi,dev_f0d62e524c,164.31.77.131,0,0,1,0,0,0,,train,0.007824165,0
pay_3203e0eb562844,cust_008340,mch_0130,food_delivery,low,2026-08-01 11:47:57.000000000,1904.92,upi,dev_a1707546cf,57.127.85.4,1,0,1,0,0,0,,train,0.016090421,0
pay_c8d9756aa7b540,cust_004837,mch_0083,ecommerce,low,2026-08-01 11:48:17.000000000,161.66,card,dev_1f23695f2a,9.251.98.26,0,0,1,0,0,0,,train,0.00064260646,0
pay_5071336557a74b,cust_007047,mch_0237,saas,medium,2026-08-01 11:48:28.000000000,183.69,upi,dev_8cc9714102,44.10.193.0,0,0,1,0,0,0,,train,0.0009690288,0
pay_ddbde3928ae848,cust_002062,mch_0036,education,low,2026-08-01 11:50:04.000000000,590.0,upi,dev_bd06b32472,99.193.176.35,0,1,2,0,0,0,,train,0.011469883,0
pay_2da29606d4ff45,cust_008408,mch_0189,gaming,low,2026-08-01 11:50:39.000000000,126.58,netbanking,dev_6c28ea648a,162.224.124.182,0,0,1,0,0,0,,train,0.00076465664,0
pay_a4816bba58f940,cust_007348,mch_0157,saas,low,2026-08-01 11:51:06.000000000,230.17,card,dev_62fe4e233d,8.49.212.95,0,0,2,0,0,0,,train,0.00042827663,0
pay_3ada3d6b686e4b,cust_007183,mch_0154,education,low,2026-08-01 11:51:18.000000000,1082.77,upi,dev_8f63a0efe6,121.251.9.1,1,0,1,0,0,0,,train,0.037252083,0
pay_db15735f2a5e46,cust_008959,mch_0221,gaming,low,2026-08-01 11:51:20.000000000,125.81,upi,dev_a2b8320daa,218.141.192.107,0,0,1,0,0,0,,train,0.00022666507,0
pay_4599a1c435a34f,cust_008614,mch_0052,utilities,medium,2026-08-01 11:51:20.000000000,491.46,card,dev_a6dbf86617,83.42.149.162,0,0,2,0,0,0,,train,0.0030601013,0
pay_dd92ec1ebfaf4f,cust_005823,mch_0038,gaming,low,2026-08-01 11:52:00.000000000,1169.86,card,dev_d0a3889929,199.23.41.101,0,0,1,0,0,0,,train,0.0012838085,0
pay_e033f717d34e48,cust_003822,mch_0128,saas,medium,2026-08-01 11:52:15.000000000,607.84,upi,dev_ae10ab42a8,73.222.193.153,1,0,2,0,0,0,,train,0.011789475,0
pay_6da58c20ff1941,cust_006668,mch_0218,food_delivery,low,2026-08-01 11:53:07.000000000,143.89,upi,dev_4ddb45f369,186.207.230.18,0,0,1,0,0,0,,train,0.0012881297,0
pay_bc124655c23f4a,cust_005352,mch_0182,saas,low,2026-08-01 11:53:07.000000000,3099.84,card,dev_762d26b67e,64.232.213.210,0,0,1,0,0,0,,train,0.0044592726,0
pay_d2f937af808642,cust_006101,mch_0205,ecommerce,low,2026-08-01 11:53:21.000000000,2269.01,upi,dev_dac5fca444,88.210.168.105,0,0,2,1,1,0,,train,0.250128,0
pay_88b65e33aa4048,cust_001959,mch_0231,gaming,low,2026-08-01 11:54:04.000000000,383.25,card,dev_c3d762d0ff,210.205.155.166,0,0,1,0,0,0,,train,0.0023054662,0
pay_62b6e8ececb743,cust_001218,mch_0142,ecommerce,low,2026-08-01 11:54:37.000000000,57.56,card,dev_50c9dd7a4f,57.248.134.38,0,0,1,0,0,0,,train,0.0003812283,0
pay_c7912e03f31f45,cust_004023,mch_0122,saas,low,2026-08-01 11:54:58.000000000,2915.9,upi,dev_33ece8a826,210.226.192.118,0,0,1,0,0,0,,train,0.022435702,0
pay_d1a4f67a327b41,cust_007539,mch_0159,travel,low,2026-08-01 11:55:07.000000000,276.57,upi,dev_3b586eb2d4,139.66.170.86,0,0,1,0,0,0,,train,0.0036174566,0
