payment_id,customer_id,merchant_id,merchant_category,merchant_risk_tier,timestamp,amount_inr,method,device_id,ip_address,is_new_customer,billing_shipping_mismatch,device_txn_count_1h,ip_txn_count_1h,customer_txn_count_24h,is_fraud,spike_event_id,split,is_test_window
pay_6718d0672e7646,cust_007751,mch_0189,gaming,low,2026-08-02 23:35:08.000000000,45.1,upi,dev_fee39291c3,148.20.4.159,0,1,0,0,1,0,,train,0
pay_3cfbf6b5aa9e4b,cust_005547,mch_0127,education,low,2026-08-02 23:35:48.000000000,2761.2,upi,dev_ce42514bb9,67.146.16.13,1,1,0,0,1,0,,train,0
pay_428e32dc7ebd46,cust_005909,mch_0042,food_delivery,low,2026-08-02 23:36:01.000000000,290.36,upi,dev_17eeeade00,35.15.56.161,1,1,0,0,2,0,,train,0
pay_44e19f92a9e045,cust_008736,mch_0143,education,low,2026-08-02 23:36:11.000000000,970.75,netbanking,dev_8523359f96,216.115.206.169,0,0,0,0,1,0,,train,0
pay_a70b49ef04ba46,cust_001168,mch_0117,education,medium,2026-08-02 23:36:46.000000000,338.99,upi,dev_4ceb7c12b2,22.116.111.78,0,0,0,0,1,0,,train,0
pay_796a468ce0d34f,cust_004314,mch_0182,saas,low,2026-08-02 23:39:04.000000000,5503.9,upi,dev_7fcd5c5ae8,110.124.227.120,0,0,0,0,2,0,,train,0
pay_013918a7348549,cust_004852,mch_0033,gaming,low,2026-08-02 23:47:13.000000000,639.27,wallet,dev_2969237f60,204.88.207.196,1,1,0,0,1,0,,train,0
pay_2f1fcf701a2e49,cust_003498,mch_0115,utilities,low,2026-08-02 23:48:59.000000000,988.1,upi,dev_bdd5ace23e,4.225.237.39,0,0,0,0,2,0,,train,0
pay_e91ef918334a44,cust_007480,mch_0201,saas,medium,2026-08-02 23:51:48.000000000,512.29,netbanking,dev_1ffdb496af,90.225.130.52,1,0,0,0,1,0,,train,0
pay_749704a9c8d24b,cust_008886,mch_0246,food_delivery,medium,2026-08-02 23:57:07.000000000,1681.94,upi,dev_af7a77e2c4,198.139.166.170,0,0,0,0,2,0,,train,0
pay_646f76c25d3642,cust_000038,mch_0105,food_delivery,low,2026-08-02 23:58:58.000000000,616.37,netbanking,dev_b5767c3b52,197.228.194.232,0,0,0,0,1,0,,train,0
pay_ec121514101a43,cust_008126,mch_0134,utilities,high,2026-08-03 00:00:47.000000000,388.22,card,dev_0cfda9f0b8,1.74.218.154,0,0,0,0,3,0,,train,0
pay_f5f7c669590449,cust_005459,mch_0018,saas,low,2026-08-03 00:07:30.000000000,1472.48,netbanking,dev_07c3724ad0,87.155.134.30,0,1,0,0,1,0,,train,0
pay_56bd7aab778b42,cust_005770,mch_0064,travel,medium,2026-08-03 00:12:07.000000000,563.38,card,dev_767ad035d8,17.129.158.195,1,0,0,0,2,0,,train,0
pay_7573ed0ab52d47,cust_004279,mch_0130,food_delivery,low,2026-08-03 00:13:10.000000000,1697.08,upi,dev_62ed908ee1,4.248.77.235,1,0,0,0,1,0,,train,0
pay_62d95b58ce954f,cust_001718,mch_0161,education,low,2026-08-03 00:13:58.000000000,708.54,upi,dev_2801a27cf0,91.124.239.158,0,0,0,0,1,0,,train,0
pay_444bb5d87b464b,cust_004161,mch_0043,utilities,low,2026-08-03 00:20:03.000000000,236.49,emi,dev_690f759546,79.6.246.179,0,0,0,0,1,0,,train,0
pay_9f865830074444,cust_000311,mch_0142,ecommerce,low,2026-08-03 00:20:04.000000000,129.44,upi,dev_ba8aae981a,136.167.250.22,1,0,0,0,2,0,,train,0
pay_bf305a3eb5cb45,cust_003387,mch_0100,saas,low,2026-08-03 00:21:19.000000000,317.08,card,dev_b6848b4858,193.193.79.148,0,0,0,0,1,0,,train,0
pay_2978fd8e044a4b,cust_001480,mch_0087,ecommerce,low,2026-08-03 00:21:37.000000000,526.5,netbanking,dev_a6dbf86617,46.110.26.236,0,0,0,0,1,0,,train,0
pay_e707d68f7a1e48,cust_005900,mch_0016,education,medium,2026-08-03 00:21:56.000000000,344.09,upi,dev_57c2a56e34,177.104.140.237,0,0,0,0,1,0,,train,0
pay_db99b7d99aa34e,cust_008809,mch_0192,ecommerce,low,2026-08-03 00:22:58.000000000,180.57,upi,dev_eb9ce053b6,10.194.205.34,1,0,0,0,1,0,,train,0
pay_fda3567d2ffe46,cust_007129,mch_0036,education,low,2026-08-03 00:22:58.000000000,1798.91,upi,dev_0fafb1e101,154.169.91.155,1,0,0,0,1,0,,train,0
pay_af744eb38b9d41,cust_004684,mch_0121,saas,low,2026-08-03 00:27:31.000000000,360.46,upi,dev_c2cde56c90,143.28.192.78,0,1,0,0,1,0,,train,0
pay_0a5c21a3bc964a,cust_007495,mch_0107,ecommerce,low,2026-08-03 00:28:22.000000000,263.42,upi,dev_0d73aa28a0,52.65.201.91,1,0,0,0,2,0,,train,0
pay_b4a5fead5bfd41,cust_005342,mch_0060,travel,medium,2026-08-03 00:30:43.000000000,805.31,card,dev_dcc22db318,120.173.150.21,0,0,0,0,2,0,,train,0
pay_e6aaae098cd648,cust_002333,mch_0159,travel,low,2026-08-03 00:30:58.000000000,118.14,upi,dev_9fd61f361e,218.246.222.53,0,0,0,0,1,0,,train,0
pay_7a7de75410584d,cust_008756,mch_0209,utilities,medium,2026-08-03 00:31:40.000000000,376.05,card,dev_a1707546cf,18.82.69.240,0,0,0,0,1,0,,train,0
pay_25a0536252094c,cust_004839,mch_0040,travel,low,2026-08-03 00:31:54.000000000,778.27,card,dev_04ef5e2219,222.170.205.254,0,0,0,0,1,0,,train,0
pay_aa19869763a847,cust_002890,mch_0239,utilities,medium,2026-08-03 00:33:45.000000000,158.75,netbanking,dev_898ffd36ff,116.214.75.182,0,0,0,0,1,0,,train,0
pay_1ccd80fd0fa946,cust_004171,mch_0183,travel,low,2026-08-03 00:38:27.000000000,2523.5,upi,dev_f773eaa85f,166.159.176.118,0,0,0,0,1,0,,train,0
pay_5d1c1c276c0c46,cust_005759,mch_0240,gaming,low,2026-08-03 00:38:42.000000000,1591.27,upi,dev_697b28b5cf,130.199.228.88,0,0,0,0,2,0,,train,0
pay_511b2ad51c004a,cust_008425,mch_0042,food_delivery,low,2026-08-03 00:39:26.000000000,425.1,card,dev_42e8657999,167.78.84.24,0,0,0,0,2,0,,train,0
pay_1a7739acefd040,cust_003583,mch_0003,education,low,2026-08-03 00:42:06.000000000,556.62,upi,dev_90f895f4d9,16.138.94.239,0,0,0,0,1,0,,train,0
pay_faab8203d42749,cust_000883,mch_0242,utilities,medium,2026-08-03 00:44:23.000000000,466.29,netbanking,dev_da0ec59547,11.27.82.118,0,0,0,0,1,0,,train,0
pay_9e481d867f7d40,cust_002648,mch_0034,ecommerce,medium,2026-08-03 00:46:06.000000000,781.02,upi,dev_53d5a20d7b,201.93.239.21,0,0,0,0,2,0,,train,0
pay_70df9621bef146,cust_000887,mch_0189,gaming,low,2026-08-03 00:48:34.000000000,181.1,card,dev_c01e153305,161.220.178.251,0,0,0,0,1,0,,train,0
pay_b3bbd284338144,cust_000607,mch_0111,education,low,2026-08-03 00:48:35.000000000,18499.42,card,dev_cb60189836,49.139.137.235,0,0,0,0,2,0,,train,0
pay_4ea3beeffafe4d,cust_007348,mch_0185,food_delivery,low,2026-08-03 00:56:47.000000000,9356.95,upi,dev_62fe4e233d,8.49.212.95,0,0,0,0,1,0,,train,0
pay_be751baf9b0048,cust_007445,mch_0095,saas,low,2026-08-03 00:59:33.000000000,373.22,upi,dev_f0e8c5a365,89.209.128.206,1,0,0,0,1,0,,train,0
pay_752e3d1f5e6d48,cust_006050,mch_0183,travel,low,2026-08-03 01:02:12.000000000,1506.59,card,dev_b4b6f12dae,202.252.101.203,0,0,0,0,1,0,,train,0
pay_89ec4b584c6e42,cust_008481,mch_0168,travel,low,2026-08-03 01:02:56.000000000,365.96,upi,dev_935fc1c068,216.115.206.169,0,0,0,0,2,0,,train,0
pay_8a0b56856a8444,cust_001441,mch_0205,ecommerce,low,2026-08-03 01:05:14.000000000,696.2,card,dev_4886205ed6,4.241.75.39,0,0,0,0,2,0,,train,0
pay_8ddcc0bfd30044,cust_001160,mch_0167,ecommerce,medium,2026-08-03 01:08:45.000000000,166.41,upi,dev_2949674b1e,14.196.81.84,0,0,0,0,1,0,,train,0
pay_8ab5f56a98bb40,cust_007806,mch_0179,food_delivery,high,2026-08-03 01:20:18.000000000,238.31,upi,dev_228ee41f4d,63.169.251.123,0,0,0,0,1,0,,train,0
pay_d6cd11a178f441,cust_006708,mch_0077,education,medium,2026-08-03 01:22:32.000000000,1815.38,upi,dev_46646d2e4b,25.223.144.73,0,0,0,0,1,0,,train,0
pay_df9bc995e06441,cust_004797,mch_0016,education,medium,2026-08-03 01:23:30.000000000,220.15,upi,dev_b90913dd39,123.210.99.174,1,0,0,0,1,0,,train,0
pay_93cd1fbb297543,cust_007338,mch_0133,gaming,low,2026-08-03 01:23:57.000000000,374.39,upi,dev_9355b489c3,109.249.203.126,0,0,0,0,1,0,,train,0
pay_cdb560ca4e334b,cust_003106,mch_0059,food_delivery,low,2026-08-03 01:27:08.000000000,432.64,emi,dev_7d3252edd0,102.37.110.7,0,0,0,0,1,0,,train,0
pay_1ee10a095ea947,cust_004232,mch_0040,travel,low,2026-08-03 01:28:51.000000000,1029.23,card,dev_8a2618a9cb,41.81.234.55,1,1,0,0,2,0,,train,0
pay_f1f2b138f1d643,cust_008821,mch_0021,food_delivery,low,2026-08-03 01:31:55.000000000,1359.99,upi,dev_b6e940ccdb,200.221.202.170,0,0,0,0,1,0,,train,0
pay_b94bec17492d43,cust_008857,mch_0046,saas,medium,2026-08-03 01:40:01.000000000,1293.66,upi,dev_1cd8dab667,20.50.197.66,0,0,0,0,1,0,,train,0
pay_6be84b9ca6434d,cust_006428,mch_0106,saas,low,2026-08-03 01:44:34.000000000,75.98,upi,dev_83dd73b839,12.116.164.147,0,0,0,0,1,0,,train,0
pay_98a654bdf0c349,cust_004779,mch_0015,food_delivery,low,2026-08-03 01:46:54.000000000,357.24,upi,dev_fa7a6f1263,124.79.193.160,0,1,0,0,1,0,,train,0
pay_fc15483f43c94b,cust_001211,mch_0006,saas,low,2026-08-03 01:48:24.000000000,304.89,card,dev_0863259b37,203.177.244.54,0,0,0,0,1,0,,train,0
pay_83a0eb94c98e4f,cust_004763,mch_0060,travel,medium,2026-08-03 01:54:25.000000000,1409.25,upi,dev_ead002e0b4,20.45.129.218,0,0,0,0,1,0,,train,0
pay_65cb3553e20248,cust_000545,mch_0089,saas,low,2026-08-03 01:54:49.000000000,106.74,card,dev_47b2812b32,73.17.52.192,1,0,0,0,2,0,,train,0
pay_c2d1f1f66d6d4c,cust_000239,mch_0219,education,low,2026-08-03 01:56:59.000000000,859.32,netbanking,dev_cc11dce6b9,117.254.18.181,0,0,0,0,2,0,,train,0
pay_7735426fe6b24b,cust_001948,mch_0164,utilities,low,2026-08-03 02:00:14.463318131,789.78,upi,dev_e69738a539,164.19.180.140,0,0,0,0,1,0,,train,0
pay_e83b2d148da94b,cust_003906,mch_0240,gaming,low,2026-08-03 02:00:51.158512690,2648.95,card,dev_ef1a2733b4,131.29.55.3,1,0,0,0,2,0,,train,0
pay_792fc71a8aa54f,cust_000794,mch_0061,utilities,low,2026-08-03 02:04:07.000000000,74.89,netbanking,dev_757e546204,39.0.69.131,0,0,0,0,1,0,,train,0
pay_5c08f732e7a744,cust_003906,mch_0240,gaming,low,2026-08-03 02:05:50.607489514,849.46,wallet,dev_ef1a2733b4,131.29.55.3,1,0,1,1,3,0,,train,0
pay_e5b4419677bc47,cust_003906,mch_0240,gaming,low,2026-08-03 02:05:53.232633955,7074.66,upi,dev_ef1a2733b4,131.29.55.3,1,0,2,2,4,1,,train,0
pay_27b823561f0741,cust_006578,mch_0129,gaming,low,2026-08-03 02:07:37.292259435,867.88,emi,dev_9ce5794bde,129.1.191.209,0,0,0,0,1,0,,train,0
pay_7190adc10f4b49,cust_001948,mch_0164,utilities,low,2026-08-03 02:07:41.296781117,233.45,upi,dev_e69738a539,164.19.180.140,0,0,1,1,2,0,,train,0
pay_2375a40c9ab745,cust_001948,mch_0164,utilities,low,2026-08-03 02:09:24.014287854,418.96,upi,dev_e69738a539,164.19.180.140,0,0,2,2,3,0,,train,0
pay_bca498e16bec48,cust_006000,mch_0216,utilities,low,2026-08-03 02:09:32.000000000,7386.19,upi,dev_5d9ee1d385,183.56.60.76,1,0,0,0,2,0,,train,0
pay_9cac1d6674154a,cust_000958,mch_0208,saas,low,2026-08-03 02:09:45.000000000,928.47,upi,dev_2fa6fd2520,103.155.244.200,0,0,0,0,1,0,,train,0
pay_2b199e9e86d747,cust_001948,mch_0164,utilities,low,2026-08-03 02:10:51.851449148,1488.62,upi,dev_e69738a539,164.19.180.140,0,0,3,3,4,0,,train,0
pay_63f465c35acf49,cust_001948,mch_0164,utilities,low,2026-08-03 02:13:32.777859573,899.32,upi,dev_e69738a539,164.19.180.140,0,0,4,4,5,1,,train,0
pay_56258cafdbe244,cust_003906,mch_0240,gaming,low,2026-08-03 02:14:46.265115145,1493.38,upi,dev_ef1a2733b4,131.29.55.3,1,0,3,3,5,0,,train,0
pay_e0967b8b32e24e,cust_003906,mch_0240,gaming,low,2026-08-03 02:14:51.677058851,3124.98,card,dev_ef1a2733b4,131.29.55.3,1,0,4,4,6,1,,train,0
pay_6a840294385946,cust_003434,mch_0205,ecommerce,low,2026-08-03 02:18:12.000000000,981.25,upi,dev_6471523f81,77.198.12.124,0,0,0,0,2,0,,train,0
pay_4fd65a118fcf44,cust_006578,mch_0129,gaming,low,2026-08-03 02:18:38.258320623,403.77,upi,dev_9ce5794bde,129.1.191.209,0,1,1,1,2,0,,train,0
pay_b78caea80cd747,cust_001948,mch_0164,utilities,low,2026-08-03 02:18:46.392921095,281.78,card,dev_e69738a539,164.19.180.140,0,0,5,5,6,0,,train,0
pay_2b60cc4a92614e,cust_003906,mch_0240,gaming,low,2026-08-03 02:18:49.074086587,1640.33,wallet,dev_ef1a2733b4,131.29.55.3,1,0,5,5,7,0,,train,0
pay_dd6f888a573046,cust_006058,mch_0066,saas,medium,2026-08-03 02:20:23.000000000,1571.15,emi,dev_18ffb94957,158.158.192.166,1,0,0,0,1,0,,train,0
pay_49526ea243cd49,cust_004479,mch_0027,saas,low,2026-08-03 02:20:26.000000000,355.71,netbanking,dev_1308dab20c,123.181.142.199,0,0,0,0,1,0,,train,0
pay_2fe572abf57f4e,cust_007399,mch_0074,travel,low,2026-08-03 02:20:29.000000000,509.5,emi,dev_0baf5dc6d3,2.196.130.47,0,0,0,0,1,0,,train,0
pay_9b637ab80cf245,cust_001948,mch_0164,utilities,low,2026-08-03 02:20:56.589296078,261.72,card,dev_e69738a539,164.19.180.140,0,0,6,6,7,0,,train,0
pay_16a2635ac62748,cust_006578,mch_0129,gaming,low,2026-08-03 02:22:11.166932084,634.26,upi,dev_9ce5794bde,129.1.191.209,0,0,2,2,3,0,,train,0
pay_2218cc23e21348,cust_003906,mch_0240,gaming,low,2026-08-03 02:29:15.425247256,2286.08,upi,dev_ef1a2733b4,131.29.55.3,1,0,6,6,8,0,,train,0
pay_1711d3c5944145,cust_001858,mch_0111,education,low,2026-08-03 02:32:31.000000000,5730.68,netbanking,dev_4a7e33c1ad,9.106.203.120,0,0,0,0,1,0,,train,0
pay_6a0e5e134bfe4f,cust_008488,mch_0090,saas,low,2026-08-03 02:42:35.000000000,494.31,wallet,dev_5958bd68d5,174.159.152.3,0,0,0,0,1,0,,train,0
pay_cc237cdc8f194f,cust_007187,mch_0240,gaming,low,2026-08-03 02:43:52.000000000,2072.47,card,dev_51f0d81d25,85.35.135.218,0,0,0,0,2,0,,train,0
pay_6bbd35994a5f47,cust_004422,mch_0048,ecommerce,low,2026-08-03 02:48:25.000000000,142.23,netbanking,dev_6f8fc98909,70.102.23.197,0,1,0,0,1,0,,train,0
pay_842c0564101a41,cust_004616,mch_0186,education,low,2026-08-03 02:50:47.000000000,1956.39,card,dev_ea57d0978d,187.237.119.138,0,0,0,0,2,0,,train,0
pay_7b46ceb0509347,cust_001331,mch_0059,food_delivery,low,2026-08-03 02:50:58.000000000,366.95,card,dev_e5bffa0b55,174.110.106.169,0,1,0,0,1,0,,train,0
pay_a5b854804d4944,cust_004378,mch_0142,ecommerce,low,2026-08-03 02:54:14.000000000,125.06,upi,dev_89d92a716a,72.78.196.144,1,0,0,0,1,0,,train,0
pay_040a376cb72148,cust_004599,mch_0225,travel,medium,2026-08-03 02:55:43.000000000,938.76,card,dev_7c1d2e5e58,210.133.45.128,0,0,0,0,2,0,,train,0
pay_4c99af75ef1645,cust_002893,mch_0071,ecommerce,medium,2026-08-03 02:55:51.000000000,574.35,card,dev_ef1a2733b4,49.47.88.19,0,0,7,0,2,0,,train,0
pay_ef58d775ba5140,cust_002401,mch_0240,gaming,low,2026-08-03 03:00:22.000000000,2264.09,netbanking,dev_c7f93055ec,139.107.152.176,0,0,0,0,1,0,,train,0
pay_10e1f78799a94c,cust_001146,mch_0142,ecommerce,low,2026-08-03 03:01:39.000000000,225.52,upi,dev_2b5884822a,216.236.149.42,0,0,0,0,2,0,,train,0
pay_cfe0554b3f6044,cust_002005,mch_0047,utilities,low,2026-08-03 03:02:56.336356602,280.21,netbanking,dev_671ea9598e,76.215.203.214,0,0,0,0,1,0,,train,0
pay_1b96a4c525ff47,cust_002005,mch_0047,utilities,low,2026-08-03 03:06:14.036436740,1160.2,upi,dev_671ea9598e,76.215.203.214,0,0,1,1,2,0,,train,0
pay_61a254f24b074a,cust_005644,mch_0210,education,low,2026-08-03 03:09:20.762653811,1685.32,emi,dev_a666351e52,118.132.58.92,1,1,0,0,1,0,,train,0
pay_6652c6ff37be43,cust_002005,mch_0047,utilities,low,2026-08-03 03:11:47.479962511,1451.94,upi,dev_671ea9598e,76.215.203.214,0,0,2,2,3,0,,train,0
pay_43fef76c25eb45,cust_001410,mch_0065,ecommerce,low,2026-08-03 03:14:32.000000000,428.42,card,dev_86b4a7d51c,10.57.54.212,1,0,0,0,1,0,,train,0
pay_0267b8d0b9c64b,cust_007923,mch_0005,travel,medium,2026-08-03 03:14:42.000000000,424.2,card,dev_bce09dda14,101.24.236.225,0,0,0,0,3,0,,train,0
pay_10bd6e2f09c04c,cust_005644,mch_0210,education,low,2026-08-03 03:18:09.847686712,810.85,wallet,dev_a666351e52,118.132.58.92,1,0,1,1,2,0,,train,0
pay_b40d43a325144c,cust_008034,mch_0025,gaming,medium,2026-08-03 03:21:19.000000000,590.17,netbanking,dev_72609c4bd5,28.9.41.23,0,1,0,0,1,0,,train,0
pay_41b0e199d5b84e,cust_005644,mch_0210,education,low,2026-08-03 03:23:13.285617294,961.27,netbanking,dev_a666351e52,118.132.58.92,1,0,2,2,3,0,,train,0
pay_dbbddf53bac84b,cust_002005,mch_0047,utilities,low,2026-08-03 03:23:31.840961310,830.95,card,dev_671ea9598e,76.215.203.214,0,0,3,3,4,0,,train,0
pay_e271689b95b645,cust_005644,mch_0210,education,low,2026-08-03 03:26:42.951433090,4400.78,upi,dev_a666351e52,118.132.58.92,1,0,3,3,4,0,,train,0
pay_9b8cf3a4dce44e,cust_002005,mch_0047,utilities,low,2026-08-03 03:29:39.956628478,171.72,card,dev_671ea9598e,76.215.203.214,0,0,4,4,5,0,,train,0
pay_fb5453f856dc48,cust_005542,mch_0026,saas,low,2026-08-03 03:30:04.000000000,1628.84,upi,dev_3ed1144c1b,105.28.65.148,0,0,0,0,1,0,,train,0
pay_1fc9bdc0da064b,cust_007667,mch_0152,gaming,medium,2026-08-03 03:32:56.000000000,1870.5,upi,dev_0ce55d1214,154.25.209.79,0,0,0,0,1,0,,train,0
pay_afdb69356f1b43,cust_004579,mch_0248,food_delivery,medium,2026-08-03 03:33:51.000000000,1727.67,wallet,dev_2721cbd35d,196.198.215.190,0,1,0,0,1,0,,train,0
pay_55c76dd918144c,cust_003563,mch_0142,ecommerce,low,2026-08-03 03:37:02.000000000,271.55,card,dev_1bab450270,218.185.55.225,0,0,0,0,1,0,,train,0
pay_ad9cf98801f64b,cust_007703,mch_0112,food_delivery,low,2026-08-03 03:42:32.000000000,1873.43,upi,dev_bfffe89150,181.45.108.247,0,0,0,0,1,0,,train,0
pay_d96678a87be14e,cust_007671,mch_0014,utilities,low,2026-08-03 03:42:42.000000000,1074.23,card,dev_aa02f0e8ec,139.40.154.33,0,0,0,0,1,0,,train,0
pay_d3467290ee3f4f,cust_007563,mch_0243,utilities,low,2026-08-03 03:46:14.000000000,225.99,upi,dev_8454a35367,190.1.213.8,0,0,0,0,1,0,,train,0
pay_eba1d75420bf44,cust_006737,mch_0127,education,low,2026-08-03 03:49:51.000000000,2941.23,card,dev_868ed1290f,76.68.236.78,1,0,0,0,1,0,,train,0
pay_98be903090c744,cust_005740,mch_0050,food_delivery,low,2026-08-03 03:51:02.000000000,135.5,card,dev_678d8ba741,72.95.89.104,0,0,0,0,1,0,,train,0
pay_e7a8632804274d,cust_004681,mch_0155,gaming,low,2026-08-03 03:52:29.000000000,133.93,upi,dev_9f7e122f9f,54.128.52.60,0,0,0,0,1,0,,train,0
pay_f95d6f381b534b,cust_007784,mch_0182,saas,low,2026-08-03 03:55:48.000000000,767.96,card,dev_5f6c214e8d,183.0.191.32,0,0,0,0,1,0,,train,0
pay_be3eb8b753e542,cust_003547,mch_0109,gaming,low,2026-08-03 04:00:07.000000000,857.46,card,dev_d581e86af4,37.244.246.18,0,0,0,0,5,0,,train,0
pay_3fc1f4a7146b45,cust_002991,mch_0118,gaming,low,2026-08-03 04:00:53.000000000,155.81,wallet,dev_3bd7064d95,82.198.34.131,0,0,0,0,1,0,,train,0
pay_2bfea8c20d4645,cust_007242,mch_0051,saas,low,2026-08-03 04:03:59.000000000,1818.03,card,dev_4065195bb6,200.145.131.67,0,0,0,0,1,0,,train,0
pay_a807b19f917149,cust_006303,mch_0163,ecommerce,low,2026-08-03 04:06:40.000000000,472.8,netbanking,dev_1df7515e69,113.209.33.218,0,0,0,0,1,0,,train,0
pay_3997c5cd296641,cust_002010,mch_0064,travel,medium,2026-08-03 04:11:29.000000000,98.01,upi,dev_4c087be84d,11.220.196.145,0,0,0,0,1,0,,train,0
pay_fb16fda3610e41,cust_002519,mch_0141,saas,low,2026-08-03 04:13:33.000000000,80.76,upi,dev_ebde565311,128.145.47.17,0,1,0,0,2,0,,train,0
pay_1ab09e81a73a49,cust_007016,mch_0085,gaming,medium,2026-08-03 04:14:09.000000000,292.8,upi,dev_db843e1ea5,110.143.130.6,1,0,0,0,1,0,,train,0
pay_50da834245214e,cust_006595,mch_0117,education,medium,2026-08-03 04:14:34.000000000,1569.98,emi,dev_5372080ea7,22.80.71.145,0,0,0,0,1,0,,train,0
pay_921f08ea392e4c,cust_001865,mch_0083,ecommerce,low,2026-08-03 04:15:35.000000000,355.8,wallet,dev_fbfae44f23,140.39.145.238,0,0,0,0,6,0,,train,0
pay_014d92a1776340,cust_005100,mch_0229,utilities,low,2026-08-03 04:15:48.000000000,798.54,card,dev_53612ed42a,4.106.200.152,0,0,0,0,1,0,,train,0
pay_d37b60e5dbdd4b,cust_003136,mch_0169,utilities,medium,2026-08-03 04:18:27.000000000,956.02,upi,dev_14b8a55be2,19.38.114.49,0,0,0,0,1,0,,train,0
pay_01c6aaae816142,cust_005844,mch_0131,utilities,medium,2026-08-03 04:20:43.000000000,649.66,upi,dev_fca0ee8b23,169.117.101.109,0,0,0,0,1,0,,train,0
pay_6d39361387ef40,cust_001237,mch_0013,utilities,low,2026-08-03 04:36:49.000000000,1445.37,upi,dev_447429d0a2,124.204.1.139,1,0,0,0,1,0,,train,0
pay_84e0f2b9537441,cust_005402,mch_0202,ecommerce,low,2026-08-03 04:45:20.000000000,418.11,upi,dev_cbde295465,93.216.95.96,0,0,0,0,1,0,,train,0
pay_24282ced220744,cust_008050,mch_0160,ecommerce,low,2026-08-03 04:46:37.000000000,1383.04,upi,dev_bee6f72b03,188.44.14.139,0,0,0,0,2,0,,train,0
pay_d01d91c1bebc44,cust_000035,mch_0121,saas,low,2026-08-03 04:49:32.000000000,213.86,emi,dev_a1b6d1ff75,203.220.57.181,0,0,0,0,1,0,,train,0
pay_1760aeb140c040,cust_004749,mch_0077,education,medium,2026-08-03 04:58:26.000000000,493.24,card,dev_81e7a07b04,132.232.138.160,0,0,0,0,1,0,,train,0
pay_077e86c843f94e,cust_008114,mch_0232,gaming,low,2026-08-03 04:59:35.000000000,625.94,card,dev_2023ee1529,158.124.208.220,0,0,0,0,1,0,,train,0
pay_01b75c3a8c1c46,cust_003371,mch_0239,utilities,medium,2026-08-03 05:01:09.000000000,70.6,card,dev_7673c5be60,11.217.47.28,0,0,0,0,1,0,,train,0
pay_f64c3d75d42e4d,cust_005662,mch_0214,utilities,low,2026-08-03 05:01:17.000000000,1621.78,upi,dev_85f3444e80,64.97.136.10,0,0,0,0,1,0,,train,0
pay_432efd8cb90b48,cust_004571,mch_0170,utilities,medium,2026-08-03 05:01:29.000000000,1093.67,wallet,dev_f4e150166f,156.203.136.5,0,0,0,0,1,0,,train,0
pay_3d4ca23408d742,cust_002132,mch_0216,utilities,low,2026-08-03 05:01:55.000000000,6725.36,upi,dev_f06fd22891,98.207.240.226,0,0,0,0,1,0,,train,0
pay_8fb72286453849,cust_004304,mch_0205,ecommerce,low,2026-08-03 05:04:12.000000000,423.8,upi,dev_8aededb80e,47.103.78.56,1,1,0,0,1,0,,train,0
pay_8c6bbeaa693e46,cust_002162,mch_0245,utilities,low,2026-08-03 05:05:02.000000000,166.57,upi,dev_f59b882a5f,116.74.210.72,0,0,0,0,1,0,,train,0
pay_05943c4a900745,cust_001826,mch_0159,travel,low,2026-08-03 05:05:07.619540655,67.57,upi,dev_8a3f7af316,206.133.111.251,0,0,0,0,1,0,,train,0
pay_e68c7773306f49,cust_001826,mch_0159,travel,low,2026-08-03 05:05:18.757707259,113.27,upi,dev_8a3f7af316,206.133.111.251,0,0,1,1,2,0,,train,0
pay_203a8c07291a40,cust_001079,mch_0192,ecommerce,low,2026-08-03 05:05:25.000000000,1596.52,upi,dev_4a7e33c1ad,186.223.200.237,0,0,0,0,2,0,,train,0
pay_e1524df071c043,cust_001954,mch_0151,saas,low,2026-08-03 05:06:00.000000000,602.11,card,dev_1f89223d16,47.181.121.75,0,0,0,0,1,0,,train,0
pay_b21ed451197d46,cust_000545,mch_0071,ecommerce,medium,2026-08-03 05:08:20.000000000,2157.99,upi,dev_47b2812b32,73.17.52.192,1,0,0,0,3,0,,train,0
pay_05d082638e9f44,cust_007689,mch_0233,education,low,2026-08-03 05:09:01.000000000,636.56,wallet,dev_c720301fee,181.39.76.23,0,0,0,0,1,0,,train,0
pay_28ff55615f6044,cust_008644,mch_0004,saas,medium,2026-08-03 05:10:02.000000000,1290.04,upi,dev_9bb39ef701,102.20.222.127,0,0,0,0,2,0,,train,0
pay_5777139d9db140,cust_005980,mch_0223,gaming,medium,2026-08-03 05:11:57.000000000,1438.93,upi,dev_30f7d2db23,119.111.114.37,0,0,0,0,1,0,,train,0
pay_1789ee61572640,cust_004545,mch_0248,food_delivery,medium,2026-08-03 05:12:49.591669895,1635.02,netbanking,dev_0ee6702692,32.1.102.231,0,0,0,0,1,0,,train,0
pay_e4ed719f70cf4e,cust_004545,mch_0248,food_delivery,medium,2026-08-03 05:12:57.877418980,463.33,card,dev_0ee6702692,32.1.102.231,0,0,1,1,2,0,,train,0
pay_958ea94470114c,cust_007491,mch_0212,gaming,medium,2026-08-03 05:13:19.000000000,583.27,upi,dev_0a98bd2cdc,209.58.56.35,0,0,0,0,1,0,,train,0
pay_32e60c3895c348,cust_000158,mch_0244,saas,low,2026-08-03 05:14:14.000000000,1040.96,netbanking,dev_a9f9efe67a,116.206.9.236,0,0,0,0,2,0,,train,0
